date,location,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations,daily_vaccinations_raw
2022-01-10,Brazil,0,22450222,0,619822,166713275.0,144723824.0,30328376.0,678443.0,1082998.0
2022-01-11,Brazil,0,22450222,0,619822,166769657.0,144866950.0,30964122.0,678834.0,829251.0
2022-01-12,Brazil,0,22450222,0,619822,166772188.0,145005051.0,31555580.0,679749.0,730947.0
2022-01-13,Brazil,0,22450222,0,619822,166833338.0,145252463.0,32119256.0,728628.0,870918.0
2022-01-14,Brazil,0,22450222,0,619822,166870347.0,145379254.0,32689339.0,757652.0,731927.0
2022-01-15,Brazil,0,22450222,0,619822,166909237.0,145459361.0,32865633.0,723965.0,292952.0
2022-01-16,Brazil,476981,22927203,974,620796,167093156.0,146291728.0,34925304.0,1087106.0,3070751.0
2022-01-17,Brazil,0,22927203,0,620796,167330250.0,147223765.0,37734662.0,1500479.0,3976605.0
2022-01-18,Brazil,0,22927203,0,620796,167385859.0,147536850.0,38204173.0,1501355.0,835382.0
2022-01-19,Brazil,0,22927203,0,620796,167547304.0,147737978.0,39175254.0,1587016.0,1330579.0
2022-01-20,Brazil,0,22927203,0,620796,167751970.0,148043971.0,39815665.0,1624605.0,1134036.0
2022-01-21,Brazil,0,22927203,0,620796,167875050.0,148225622.0,40368648.0,1642430.0,856708.0
2022-01-22,Brazil,0,22927203,0,620796,168014778.0,148534163.0,41179575.0,1780427.0,1258929.0
2022-01-23,Brazil,824579,23751782,1767,622563,168090877.0,148571660.0,41273385.0,1371363.0,207305.0
2022-01-24,Brazil,0,23751782,0,622563,168341120.0,148929430.0,42592544.0,1078409.0,1925921.0
2022-01-25,Brazil,0,23751782,0,622563,168546490.0,149165531.0,43260640.0,1117509.0,1109088.0
2022-01-26,Brazil,0,23751782,0,622563,168921071.0,149273731.0,43930017.0,1091108.0,1145771.0
2022-01-27,Brazil,0,23751782,0,622563,169261105.0,149542396.0,44986684.0,1165809.0,1656940.0
2022-01-28,Brazil,0,23751782,0,622563,169619416.0,149714068.0,46174206.0,1286679.0,1702800.0
2022-01-29,Brazil,0,23751782,0,622563,169825847.0,149779557.0,46576117.0,1202899.0,672466.0
2022-01-30,Brazil,1283024,25034806,3321,625884,169865538.0,149793528.0,46667050.0,1193924.0,144483.0
2022-01-31,Brazil,0,25034806,0,625884,170322125.0,149930855.0,47268419.0,1089297.0,1193530.0
2022-02-01,Brazil,0,25034806,0,625884,170599221.0,150040841.0,48206588.0,1120005.0,1324042.0
2022-02-02,Brazil,0,25034806,0,625884,170911850.0,150259405.0,48964197.0,1140126.0,1286621.0
2022-02-03,Brazil,0,25034806,0,625884,171219037.0,150497414.0,49796615.0,1099789.0,1374578.0
2022-02-04,Brazil,0,25034806,0,625884,171783306.0,150682483.0,50350832.0,1040783.0,1289761.0
2022-02-05,Brazil,0,25034806,0,625884,172107474.0,150764876.0,50739982.0,1058167.0,794154.0
2022-02-06,Brazil,1241025,26275831,4610,630494,172186641.0,150868539.0,51506685.0,1173056.0,948706.0
2022-02-07,Brazil,0,26275831,0,630494,172652514.0,150995915.0,52053080.0,1165236.0,1138791.0
2022-02-08,Brazil,0,26275831,0,630494,172885945.0,151169160.0,52827090.0,1144740.0,1180571.0
2022-02-09,Brazil,0,26275831,0,630494,172995877.0,151496825.0,53864593.0,1173982.0,1491316.0
2022-02-10,Brazil,0,26275831,0,630494,173402815.0,151866862.0,54786812.0,1219959.0,1696416.0
2022-02-11,Brazil,0,26275831,0,630494,173901090.0,152092266.0,55852904.0,1290790.0,1785573.0
2022-02-12,Brazil,0,26275831,0,630494,174117725.0,152194707.0,56346995.0,1293421.0,812577.0
2022-02-13,Brazil,1009678,27285509,6658,637152,174214439.0,152338804.0,56491813.0,1212875.0,384881.0
2022-02-14,Brazil,0,27285509,0,637152,174420792.0,152482989.0,57031422.0,1179698.0,906554.0
2022-02-15,Brazil,0,27285509,0,637152,174665423.0,152576040.0,57563050.0,1133702.0,858598.0
2022-02-16,Brazil,0,27285509,0,637152,174949012.0,152751771.0,58207145.0,1078073.0,1101913.0
2022-02-17,Brazil,0,27285509,0,637152,175209007.0,152934928.0,59085282.0,1024081.0,1318471.0
2022-02-18,Brazil,0,27285509,0,637152,175933938.0,153259174.0,59954912.0,1042696.0,1915875.0
2022-02-19,Brazil,0,27285509,0,637152,176141497.0,153450986.0,60474794.0,1057782.0,918183.0
2022-02-20,Brazil,773353,28058862,5877,643029,176222268.0,153503892.0,60718386.0,1056444.0,375515.0
2022-02-21,Brazil,0,28058862,0,643029,176406587.0,153654205.0,61279432.0,1054363.0,891983.0
2022-02-22,Brazil,0,28058862,0,643029,176625569.0,153776069.0,61867668.0,1064259.0,927874.0
2022-02-23,Brazil,0,28058862,0,643029,176920320.0,154064354.0,62367146.0,1061231.0,1080713.0
2022-02-24,Brazil,0,28058862,0,643029,177174489.0,154310603.0,63304898.0,1078806.0,1441499.0
2022-02-25,Brazil,0,28058862,0,643029,177448925.0,154573852.0,64282472.0,1020077.0,1504771.0
2022-02-26,Brazil,0,28058862,0,643029,177544796.0,154668487.0,64624776.0,964890.0,531877.0
2022-02-27,Brazil,519785,28578647,4361,647390,177579708.0,154719004.0,64725099.0,937733.0,185414.0
2022-02-28,Brazil,0,28578647,0,647390,177742258.0,155044552.0,65031675.0,923621.0,793198.0
2022-03-01,Brazil,0,28578647,0,647390,177836868.0,155071690.0,65073212.0,814209.0,161992.0
2022-03-02,Brazil,0,28578647,0,647390,,,,744548.0,
2022-03-03,Brazil,0,28578647,0,647390,177987744.0,155380086.0,65802661.0,623346.0,
2022-03-04,Brazil,0,28578647,0,647390,178113009.0,155569412.0,66190014.0,508531.0,701063.0
2022-03-05,Brazil,0,28578647,0,647390,178203894.0,155711613.0,66609966.0,525686.0,651967.0
2022-03-06,Brazil,395152,28973799,3865,651255,178245534.0,155740455.0,66734054.0,526934.0,194146.0
2022-03-07,Brazil,0,28973799,0,651255,178366451.0,155930535.0,67303447.0,539096.0,878331.0
2022-03-08,Brazil,0,28973799,0,651255,178486274.0,156114741.0,67849960.0,637237.0,848983.0
2022-03-09,Brazil,0,28973799,0,651255,178657742.0,156339809.0,68529303.0,704344.0,1062832.0
2022-03-10,Brazil,0,28973799,0,651255,179288492.0,157250835.0,69072506.0,917754.0,2086954.0
2022-03-11,Brazil,0,28973799,0,651255,179411783.0,157418571.0,69520035.0,922735.0,735934.0
2022-03-12,Brazil,0,28973799,0,651255,179715577.0,157623243.0,70098817.0,984685.0,1085618.0
2022-03-13,Brazil,331315,29305114,3301,654556,179754579.0,157662860.0,70236716.0,987763.0,215691.0
2022-03-14,Brazil,0,29305114,0,654556,179853602.0,157830125.0,70685742.0,964172.0,713190.0
2022-03-15,Brazil,0,29305114,0,654556,179913614.0,157992526.0,71035349.0,924373.0,570393.0
2022-03-16,Brazil,0,29305114,0,654556,180005705.0,158245106.0,71727611.0,919432.0,1028243.0
2022-03-17,Brazil,0,29305114,0,654556,180093699.0,158439105.0,72198007.0,728368.0,749507.0
2022-03-18,Brazil,0,29305114,0,654556,180265232.0,158682962.0,72838901.0,773349.0,1050800.0
2022-03-19,Brazil,0,29305114,0,654556,180341198.0,158832351.0,73204533.0,702405.0,589014.0
2022-03-20,Brazil,267998,29573112,2242,656798,180360121.0,158863543.0,73315989.0,694638.0,161322.0
2022-03-21,Brazil,0,29573112,0,656798,180469257.0,159101357.0,73883571.0,723075.0,912246.0
2022-03-22,Brazil,0,29573112,0,656798,180523619.0,159240417.0,74304721.0,729297.0,613944.0
2022-03-23,Brazil,0,29573112,0,656798,180592464.0,159388079.0,74734058.0,674548.0,645004.0
2022-03-24,Brazil,0,29573112,0,656798,180653782.0,159513421.0,75117268.0,648741.0,568858.0
2022-03-25,Brazil,0,29573112,0,656798,180726798.0,159673499.0,75570590.0,596456.0,684805.0
2022-03-26,Brazil,0,29573112,0,656798,180757995.0,159756178.0,75715420.0,548819.0,255556.0
2022-03-27,Brazil,229145,29802257,1768,658566,180800024.0,159842858.0,76020080.0,587488.0,432005.0
2022-03-28,Brazil,0,29802257,0,658566,180881628.0,160008924.0,76412684.0,546999.0,628823.0
2022-03-29,Brazil,0,29802257,0,658566,181078067.0,160272858.0,77336806.0,656803.0,1382570.0
2022-03-30,Brazil,0,29802257,0,658566,181174361.0,160525435.0,78038061.0,714164.0,1046529.0
2022-03-31,Brazil,0,29802257,0,658566,181233281.0,160706753.0,78545054.0,739298.0,744797.0
2022-04-01,Brazil,0,29802257,0,658566,,,,702163.0,
2022-04-02,Brazil,0,29802257,0,658566,,,,726349.0,
2022-04-03,Brazil,172908,29975165,1436,660002,181342972.0,161015556.0,79407896.0,725329.0,
2022-04-04,Brazil,0,29975165,0,660002,181374540.0,161109802.0,79808443.0,710477.0,524864.0
2022-04-05,Brazil,0,29975165,0,660002,181451944.0,161296449.0,80480994.0,645954.0,930909.0
2022-04-06,Brazil,0,29975165,0,660002,181544315.0,161485597.0,81135417.0,626097.0,907528.0
2022-04-07,Brazil,0,29975165,0,660002,181596648.0,161634006.0,81617827.0,616879.0,680272.0
2022-04-08,Brazil,0,29975165,0,660002,181652995.0,161802142.0,82140278.0,662185.0,741998.0
2022-04-09,Brazil,0,29975165,0,660002,181687021.0,161882738.0,82460566.0,662948.0,430207.0
2022-04-10,Brazil,148798,30123963,1120,661122,181702093.0,161924220.0,82594423.0,628997.0,187199.0
2022-04-11,Brazil,0,30123963,0,661122,181755180.0,162079967.0,82993482.0,640579.0,605938.0
2022-04-12,Brazil,0,30123963,0,661122,181810164.0,162237061.0,83518646.0,612409.0,733721.0
2022-04-13,Brazil,0,30123963,0,661122,181841381.0,162328262.0,83836874.0,545102.0,436376.0
2022-04-14,Brazil,0,30123963,0,661122,181894974.0,162490311.0,84414525.0,560787.0,790070.0
2022-04-15,Brazil,0,30123963,0,661122,,,,476878.0,
2022-04-16,Brazil,0,30123963,0,661122,,,,437511.0,
2022-04-17,Brazil,123339,30247302,785,661907,181975535.0,162589368.0,84700482.0,432859.0,
2022-04-18,Brazil,0,30247302,0,661907,182010643.0,162689883.0,84910442.0,395529.0,344628.0
2022-04-19,Brazil,0,30247302,0,661907,182287352.0,162888301.0,85336548.0,419008.0,898073.0
2022-04-20,Brazil,0,30247302,0,661907,182324186.0,163106069.0,85785089.0,456806.0,700965.0
2022-04-21,Brazil,0,30247302,0,661907,182365678.0,163228941.0,86064638.0,407228.0,443020.0
2022-04-22,Brazil,0,30247302,0,661907,,,,402195.0,
2022-04-23,Brazil,0,30247302,0,661907,182395741.0,163322265.0,86180459.0,397163.0,
2022-04-24,Brazil,91395,30338697,650,662557,182395817.0,163322557.0,86182146.0,375364.0,2045.0
2022-04-25,Brazil,0,30338697,0,662557,182426996.0,163400967.0,86375300.0,369191.0,301413.0
2022-04-26,Brazil,0,30338697,0,662557,182455170.0,163481925.0,86543564.0,280250.0,275490.0
2022-04-27,Brazil,0,30338697,0,662557,182519774.0,163675729.0,87204205.0,311017.0,916333.0
2022-04-28,Brazil,0,30338697,0,662557,182563727.0,163815874.0,87591331.0,329077.0,569436.0
2022-04-29,Brazil,0,30338697,0,662557,182599066.0,163923507.0,87903408.0,376830.0,453685.0
2022-04-30,Brazil,0,30338697,0,662557,,,,389121.0,
2022-05-01,Brazil,94345,30433042,853,663410,182623313.0,163989684.0,88224899.0,418178.0,
2022-05-02,Brazil,0,30433042,0,663410,182665767.0,164101615.0,88458624.0,430422.0,387124.0
2022-05-03,Brazil,0,30433042,0,663410,182707626.0,164217813.0,88736521.0,453198.0,434922.0
2022-05-04,Brazil,0,30433042,0,663410,182778371.0,164385393.0,89015754.0,396000.0,515942.0
2022-05-05,Brazil,0,30433042,0,663410,182800351.0,164464910.0,89242341.0,361458.0,327647.0
2022-05-06,Brazil,0,30433042,0,663410,182850462.0,164564155.0,89674756.0,379560.0,580399.0
2022-05-07,Brazil,0,30433042,0,663410,182860122.0,164594075.0,89801425.0,373892.0,165765.0
2022-05-08,Brazil,110866,30543908,681,664091,182871051.0,164611407.0,89882749.0,360170.0,109389.0
2022-05-09,Brazil,0,30543908,0,664091,182895357.0,164655881.0,90034922.0,336344.0,220341.0
2022-05-10,Brazil,0,30543908,0,664091,182912971.0,164719113.0,90239407.0,314859.0,284529.0
2022-05-11,Brazil,0,30543908,0,664091,183059675.0,165033358.0,91160592.0,438316.0,1380141.0
2022-05-12,Brazil,0,30543908,0,664091,183119662.0,165122240.0,92022577.0,534050.0,997788.0
2022-05-13,Brazil,0,30543908,0,664091,183131850.0,165160304.0,92140991.0,475165.0,168203.0
2022-05-14,Brazil,0,30543908,0,664091,183134052.0,165170618.0,92169363.0,457318.0,40832.0
2022-05-15,Brazil,120831,30664739,689,664780,183135100.0,165173312.0,92182749.0,444135.0,17114.0
2022-05-16,Brazil,0,30664739,0,664780,183142928.0,165182832.0,92236350.0,422468.0,68672.0
2022-05-17,Brazil,0,30664739,0,664780,,,,450735.0,
2022-05-18,Brazil,0,30664739,0,664780,183205522.0,165396479.0,92931571.0,322486.0,
2022-05-19,Brazil,0,30664739,0,664780,183241820.0,165448319.0,93504050.0,274197.0,659765.0
2022-05-20,Brazil,0,30664739,0,664780,183251237.0,165506166.0,93600217.0,273448.0,162959.0
2022-05-21,Brazil,0,30664739,0,664780,183256110.0,165518807.0,93625233.0,273676.0,42428.0
2022-05-22,Brazil,97674,30762413,713,665493,,,,319737.0,
2022-05-23,Brazil,0,30762413,0,665493,,,,358433.0,
2022-05-24,Brazil,0,30762413,0,665493,,,,338026.0,
2022-05-25,Brazil,0,30762413,0,665493,,,,317619.0,
2022-05-26,Brazil,0,30762413,0,665493,183699529.0,165816612.0,94587179.0,271873.0,
2022-05-27,Brazil,0,30762413,0,665493,183815081.0,165961524.0,95726593.0,447215.0,1390356.0
2022-05-28,Brazil,0,30762413,0,665493,183853208.0,166003440.0,95975713.0,488082.0,328497.0
2022-05-29,Brazil,158732,30921145,826,666319,183859105.0,166018561.0,96043999.0,452312.0,89150.0
2022-05-30,Brazil,0,30921145,0,666319,183885189.0,166071932.0,96205270.0,438049.0,239708.0
2022-05-31,Brazil,0,30921145,0,666319,183894671.0,166104268.0,96330487.0,413335.0,166546.0
2022-06-01,Brazil,0,30921145,0,666319,183925335.0,166164004.0,96467250.0,397107.0,225947.0
2022-06-02,Brazil,0,30921145,0,666319,,,,440841.0,
2022-06-03,Brazil,0,30921145,0,666319,184018923.0,166365243.0,97467265.0,334458.0,
2022-06-04,Brazil,0,30921145,0,666319,184062381.0,166424506.0,98075029.0,388560.0,707208.0
2022-06-05,Brazil,216334,31137479,652,666971,184077691.0,166459996.0,98221657.0,403967.0,196999.0
2022-06-06,Brazil,0,31137479,0,666971,184091855.0,166493992.0,98528751.0,420289.0,353964.0
2022-06-07,Brazil,0,31137479,0,666971,184130468.0,166572602.0,99120969.0,497634.0,707957.0
2022-06-08,Brazil,0,31137479,0,666971,184150383.0,166737175.0,99499887.0,545301.0,559617.0
2022-06-09,Brazil,0,31137479,0,666971,184254911.0,167910796.0,99871092.0,688517.0,1648192.0
2022-06-10,Brazil,0,31137479,0,666971,,,,644232.0,
2022-06-11,Brazil,0,31137479,0,666971,184281808.0,168008971.0,100420090.0,591157.0,
2022-06-12,Brazil,279862,31417341,989,667960,184286899.0,168027302.0,100435388.0,568508.0,38458.0
2022-06-13,Brazil,0,31417341,0,667960,184298439.0,168055659.0,100715379.0,563477.0,318747.0
2022-06-14,Brazil,0,31417341,0,667960,184321008.0,168113218.0,101097404.0,528165.0,460775.0
2022-06-15,Brazil,0,31417341,0,667960,184337124.0,168140833.0,101388985.0,495758.0,332765.0
2022-06-16,Brazil,0,31417341,0,667960,184418250.0,168228893.0,101690638.0,327032.0,467109.0
2022-06-17,Brazil,0,31417341,0,667960,184424410.0,168245953.0,101820162.0,300866.0,152526.0
2022-06-18,Brazil,0,31417341,0,667960,184431840.0,168262637.0,101900962.0,267852.0,104586.0
2022-06-19,Brazil,256034,31673375,956,668916,184433745.0,168272147.0,101937408.0,269185.0,47788.0
2022-06-20,Brazil,0,31673375,0,668916,184456417.0,168365246.0,102279577.0,288985.0,457344.0
2022-06-21,Brazil,0,31673375,0,668916,184483215.0,168401552.0,102763202.0,301126.0,545762.0
2022-06-22,Brazil,0,31673375,0,668916,184509247.0,168480030.0,103164594.0,325770.0,505277.0
2022-06-23,Brazil,0,31673375,0,668916,184537975.0,168547546.0,103497533.0,320246.0,428440.0
2022-06-24,Brazil,0,31673375,0,668916,184552936.0,168569319.0,103827247.0,350628.0,365196.0
2022-06-25,Brazil,0,31673375,0,668916,184554559.0,168570301.0,103828829.0,336285.0,4186.0
2022-06-26,Brazil,349791,32023166,1313,670229,184557755.0,168577895.0,103960516.0,349789.0,142318.0
2022-06-27,Brazil,0,32023166,0,670229,184574635.0,168604658.0,104348850.0,345964.0,430569.0
2022-06-28,Brazil,0,32023166,0,670229,,,,450304.0,
2022-06-29,Brazil,0,32023166,0,670229,184662547.0,168901560.0,106526094.0,560427.0,
2022-06-30,Brazil,0,32023166,0,670229,184682893.0,168924041.0,106567152.0,511139.0,83420.0
2022-07-01,Brazil,0,32023166,0,670229,184737131.0,169070566.0,107015873.0,551171.0,645419.0
2022-07-02,Brazil,0,32023166,0,670229,184748472.0,169103088.0,107193108.0,582105.0,220723.0
2022-07-03,Brazil,410897,32434063,1471,671700,184764593.0,169144171.0,107517391.0,616165.0,380744.0
2022-07-04,Brazil,0,32434063,0,671700,184786423.0,169188579.0,108264143.0,669230.0,802024.0
2022-07-05,Brazil,0,32434063,0,671700,184808029.0,169230631.0,108538492.0,535141.0,337514.0
2022-07-06,Brazil,0,32434063,0,671700,,,,410217.0,
2022-07-07,Brazil,0,32434063,0,671700,184864012.0,169334423.0,109183399.0,455682.0,
2022-07-08,Brazil,0,32434063,0,671700,,,,391743.0,
2022-07-09,Brazil,0,32434063,0,671700,184886392.0,169396807.0,109495260.0,388474.0,
2022-07-10,Brazil,396781,32830844,1639,673339,184888876.0,169407663.0,109565250.0,345973.0,83237.0
2022-07-11,Brazil,0,32830844,0,673339,184902655.0,169450183.0,110634426.0,392121.0,1125054.0
2022-07-12,Brazil,0,32830844,0,673339,,,,372720.0,
2022-07-13,Brazil,0,32830844,0,673339,184922668.0,169518495.0,110950272.0,344153.0,
2022-07-14,Brazil,0,32830844,0,673339,184951661.0,169602261.0,111935605.0,443556.0,1097497.0
2022-07-15,Brazil,0,32830844,0,673339,,,,439904.0,
2022-07-16,Brazil,0,32830844,0,673339,184973979.0,169671773.0,112188936.0,436252.0,
2022-07-17,Brazil,419273,33250117,1751,675090,184976830.0,169680492.0,112252184.0,435034.0,74709.0
2022-07-18,Brazil,0,33250117,0,675090,,,,350861.0,
2022-07-19,Brazil,0,33250117,0,675090,,,,398594.0,
2022-07-20,Brazil,0,33250117,0,675090,,,,446327.0,
2022-07-21,Brazil,0,33250117,0,675090,,,,366091.0,
2022-07-22,Brazil,0,33250117,0,675090,,,,418028.0,
2022-07-23,Brazil,0,33250117,0,675090,,,,469966.0,
2022-07-24,Brazil,255610,33505727,1396,676486,185208286.0,170168354.0,,535842.0,
2022-07-25,Brazil,0,33505727,0,676486,,,,462161.0,
2022-07-26,Brazil,0,33505727,0,676486,,,,388480.0,
2022-07-27,Brazil,0,33505727,0,676486,,,,314799.0,
2022-07-28,Brazil,0,33505727,0,676486,,,,241118.0,
2022-07-29,Brazil,0,33505727,0,676486,,,,167437.0,
2022-07-30,Brazil,0,33505727,0,676486,,,,93756.0,
2022-07-31,Brazil,284971,33790698,1827,678313,,,,20075.0,
2022-08-01,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-02,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-03,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-04,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-05,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-06,Brazil,0,33790698,0,678313,,,,20075.0,
2022-08-07,Brazil,203772,33994470,1445,679758,,,,20075.0,
2022-08-08,Brazil,0,33994470,0,679758,185834527.0,170839777.0,114326122.0,20075.0,
2022-08-09,Brazil,0,33994470,0,679758,185856818.0,170942943.0,114425818.0,49099.0,223248.0
2022-08-10,Brazil,0,33994470,0,679758,185892530.0,170983152.0,114560347.0,75375.0,204003.0
2022-08-11,Brazil,0,33994470,0,679758,185920530.0,170998964.0,114934576.0,132096.0,417121.0
2022-08-12,Brazil,0,33994470,0,679758,185975699.0,171084385.0,115180990.0,184322.0,385655.0
2022-08-13,Brazil,0,33994470,0,679758,,,,192369.0,
2022-08-14,Brazil,153661,34148131,1495,681253,185993496.0,171111631.0,115289012.0,200416.0,
2022-08-15,Brazil,0,34148131,0,681253,186014159.0,171145175.0,115352317.0,214235.0,116808.0
2022-08-16,Brazil,0,34148131,0,681253,,,,233615.0,
2022-08-17,Brazil,0,34148131,0,681253,,,,255744.0,
2022-08-18,Brazil,0,34148131,0,681253,186100433.0,171285767.0,116222886.0,247428.0,
2022-08-19,Brazil,0,34148131,0,681253,186112320.0,171298784.0,116241830.0,198585.0,43754.0
2022-08-20,Brazil,0,34148131,0,681253,186147547.0,171315994.0,116272952.0,199600.0,83505.0
2022-08-21,Brazil,116106,34264237,1105,682358,186159303.0,171319284.0,116274155.0,190953.0,15876.0
2022-08-22,Brazil,0,34264237,0,682358,186176638.0,171336583.0,116300081.0,182909.0,60505.0
2022-08-23,Brazil,0,34264237,0,682358,186302961.0,171369543.0,116322566.0,157458.0,180751.0
2022-08-24,Brazil,0,34264237,0,682358,186358100.0,171401015.0,116346199.0,121014.0,103796.0
2022-08-25,Brazil,0,34264237,0,682358,186374962.0,171421366.0,116365561.0,77797.0,56391.0
2022-08-26,Brazil,0,34264237,0,682358,186397361.0,171439071.0,116386932.0,80282.0,61149.0
2022-08-27,Brazil,0,34264237,0,682358,186406003.0,171451693.0,116393648.0,72344.0,27942.0
2022-08-28,Brazil,104672,34368909,1039,683397,186406388.0,171451863.0,116396949.0,70627.0,3856.0
2022-08-29,Brazil,0,34368909,0,683397,186476296.0,171607294.0,117398187.0,236887.0,1224322.0
2022-08-30,Brazil,0,34368909,0,683397,186491119.0,171625383.0,117422896.0,219289.0,57565.0
2022-08-31,Brazil,0,34368909,0,683397,186519881.0,171665721.0,117565662.0,234674.0,211494.0
2022-09-01,Brazil,0,34368909,0,683397,186542426.0,171709120.0,117655924.0,248855.0,155656.0
2022-09-02,Brazil,0,34368909,0,683397,186558432.0,171721033.0,117674330.0,246628.0,45563.0
2022-09-03,Brazil,0,34368909,0,683397,186578811.0,171762519.0,117792808.0,268333.0,179876.0
2022-09-04,Brazil,87236,34456145,865,684262,186583216.0,171768695.0,117819334.0,273076.0,37059.0
2022-09-05,Brazil,0,34456145,0,684262,186590349.0,171778301.0,117841133.0,103669.0,38472.0
2022-09-06,Brazil,0,34456145,0,684262,186618522.0,171809197.0,117896301.0,111737.0,114040.0
2022-09-07,Brazil,0,34456145,0,684262,186624508.0,171811546.0,117900233.0,83273.0,12245.0
2022-09-08,Brazil,0,34456145,0,684262,186632925.0,171821267.0,117915066.0,65741.0,32935.0
2022-09-09,Brazil,0,34456145,0,684262,186656503.0,171858625.0,118041839.0,85996.0,187343.0
2022-09-10,Brazil,0,34456145,0,684262,186663841.0,171871796.0,118078226.0,68411.0,56780.0
2022-09-11,Brazil,60594,34516739,551,684813,186665783.0,171875292.0,118090435.0,65632.0,17612.0
2022-09-12,Brazil,0,34516739,0,684813,186674424.0,171889220.0,118129076.0,68866.0,61105.0
2022-09-13,Brazil,0,34516739,0,684813,186715084.0,171949598.0,118140842.0,68679.0,112736.0
2022-09-14,Brazil,0,34516739,0,684813,186735750.0,171986751.0,118245579.0,90108.0,162244.0
2022-09-15,Brazil,0,34516739,0,684813,186749395.0,172011897.0,118303181.0,99143.0,96184.0
2022-09-16,Brazil,0,34516739,0,684813,186763817.0,172032889.0,118313785.0,78944.0,45944.0
2022-09-17,Brazil,0,34516739,0,684813,186779155.0,172062452.0,118404473.0,90150.0,135222.0
2022-09-18,Brazil,62346,34579085,487,685300,186784356.0,172070129.0,118422064.0,91980.0,30422.0
2022-09-19,Brazil,0,34579085,0,685300,186794251.0,172085291.0,118434275.0,88569.0,37229.0
2022-09-20,Brazil,0,34579085,0,685300,186802634.0,172101534.0,118445795.0,77619.0,36086.0
2022-09-21,Brazil,0,34579085,0,685300,186822935.0,172143680.0,118536943.0,76171.0,152107.0
2022-09-22,Brazil,0,34579085,0,685300,,,,76485.0,
2022-09-23,Brazil,0,34579085,0,685300,186857554.0,172196847.0,118650592.0,83976.0,
2022-09-24,Brazil,0,34579085,0,685300,186866076.0,172212074.0,118694643.0,74323.0,67653.0
2022-09-25,Brazil,45342,34624427,450,685750,186868669.0,172217754.0,118712344.0,73683.0,25938.0
2022-09-26,Brazil,0,34624427,0,685750,187303916.0,172225884.0,118724423.0,133423.0,455415.0
2022-09-27,Brazil,0,34624427,0,685750,187313182.0,172239966.0,118734796.0,133072.0,33628.0
2022-09-28,Brazil,0,34624427,0,685750,187327659.0,172264693.0,,128292.0,118645.0
2022-09-29,Brazil,0,34624427,0,685750,,,,115651.0,
2022-09-30,Brazil,0,34624427,0,685750,,,,103009.0,
2022-10-01,Brazil,0,34624427,0,685750,,,,94758.0,
2022-10-02,Brazil,48097,34672524,286,686036,,,,92466.0,
2022-10-03,Brazil,0,34672524,0,686036,,,,28820.0,
2022-10-04,Brazil,0,34672524,0,686036,,,,25429.0,
2022-10-05,Brazil,0,34672524,0,686036,,,,9893.0,
2022-10-06,Brazil,0,34672524,0,686036,,,,9893.0,
2022-10-07,Brazil,0,34672524,0,686036,187376439.0,172307814.0,118811893.0,9893.0,
2022-10-08,Brazil,0,34672524,0,686036,187376439.0,172308045.0,118811893.0,8513.0,231.0
2022-10-09,Brazil,42613,34715137,767,686803,187376439.0,172308074.0,118811893.0,7103.0,29.0
2022-10-10,Brazil,0,34715137,0,686803,187377009.0,172308483.0,118811893.0,5830.0,979.0
2022-10-11,Brazil,0,34715137,0,686803,187377009.0,172308697.0,118811893.0,4447.0,214.0
2022-10-12,Brazil,0,34715137,0,686803,,,,4347.0,
2022-10-13,Brazil,0,34715137,0,686803,187385383.0,172318697.0,118811893.0,4246.0,
2022-10-14,Brazil,0,34715137,0,686803,187385383.0,172319038.0,118811893.0,2881.0,341.0
2022-10-15,Brazil,0,34715137,0,686803,187385383.0,172319279.0,118811893.0,2883.0,241.0
2022-10-16,Brazil,31325,34746462,341,687144,187385383.0,172319369.0,118811893.0,2891.0,90.0
2022-10-17,Brazil,0,34746462,0,687144,187385383.0,172320471.0,118811893.0,2909.0,1102.0
2022-10-18,Brazil,0,34746462,0,687144,187385670.0,172338318.0,118811893.0,5469.0,18134.0
2022-10-19,Brazil,0,34746462,0,687144,187385670.0,172338553.0,118811893.0,4190.0,235.0
2022-10-20,Brazil,0,34746462,0,687144,187385670.0,172338875.0,118811893.0,2924.0,322.0
2022-10-21,Brazil,0,34746462,0,687144,187385670.0,172339029.0,118811893.0,2897.0,154.0
2022-10-22,Brazil,0,34746462,0,687144,187385670.0,172339222.0,118811893.0,2890.0,193.0
2022-10-23,Brazil,34180,34780642,383,687527,187385670.0,172339236.0,118811893.0,2879.0,14.0
2022-10-24,Brazil,0,34780642,0,687527,187385670.0,172339252.0,118811893.0,2724.0,16.0
2022-10-25,Brazil,0,34780642,0,687527,187385670.0,172339444.0,118811893.0,161.0,192.0
2022-10-26,Brazil,0,34780642,0,687527,187385670.0,172339641.0,118811893.0,155.0,197.0
2022-10-27,Brazil,0,34780642,0,687527,187385670.0,172339873.0,118811893.0,143.0,232.0
