location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Brazil,BRA,2021-01-17,112,112,,,,,0.0,0.0,,,,,
Brazil,BRA,2021-01-18,1109,1109,,,997,997,0.0,0.0,,,5,997,0.0
Brazil,BRA,2021-01-19,13527,13527,,,12418,6708,0.01,0.01,,,31,6708,0.003
Brazil,BRA,2021-01-20,105824,105824,,,92297,35237,0.05,0.05,,,164,35237,0.016
Brazil,BRA,2021-01-21,193699,193699,,,87875,48397,0.09,0.09,,,225,48397,0.022
Brazil,BRA,2021-01-22,462269,462269,,,268570,92431,0.21,0.21,,,429,92431,0.043
Brazil,BRA,2021-01-23,573268,573268,,,110999,95526,0.27,0.27,,,444,95526,0.044
Brazil,BRA,2021-01-24,613954,613954,,,40686,87692,0.29,0.29,,,407,87692,0.041
Brazil,BRA,2021-01-25,801759,801759,,,187805,114379,0.37,0.37,,,531,114379,0.053
Brazil,BRA,2021-01-26,1045746,1045746,,,243987,147460,0.49,0.49,,,685,147460,0.068
Brazil,BRA,2021-01-27,1327546,1327546,,,281800,174532,0.62,0.62,,,811,174532,0.081
Brazil,BRA,2021-01-28,1563098,1563098,,,235552,195628,0.73,0.73,,,909,195628,0.091
Brazil,BRA,2021-01-29,1923813,1923813,,,360715,208792,0.89,0.89,,,970,208792,0.097
Brazil,BRA,2021-01-30,2046523,2046523,,,122710,210465,0.95,0.95,,,977,210465,0.098
Brazil,BRA,2021-01-31,2084119,2084119,,,37596,210024,0.97,0.97,,,975,210024,0.098
Brazil,BRA,2021-02-01,2292551,2292551,,,208432,212970,1.06,1.06,,,989,212970,0.099
Brazil,BRA,2021-02-02,2521704,2521704,,,229153,210851,1.17,1.17,,,979,210851,0.098
Brazil,BRA,2021-02-03,2802134,2802134,,,280430,210655,1.3,1.3,,,978,210655,0.098
Brazil,BRA,2021-02-04,3074906,3074906,,,272772,215973,1.43,1.43,,,1003,215973,0.1
Brazil,BRA,2021-02-05,3401383,3399421,1962,,326477,211081,1.58,1.58,0.0,,980,210801,0.098
Brazil,BRA,2021-02-06,3553681,3534004,19677,,152298,215308,1.65,1.64,0.01,,1000,212497,0.099
Brazil,BRA,2021-02-07,3605538,3579850,25688,,51857,217346,1.67,1.66,0.01,,1009,213676,0.099
Brazil,BRA,2021-02-08,3820207,3786591,33616,,214669,218237,1.77,1.76,0.02,,1014,213434,0.099
Brazil,BRA,2021-02-09,4120332,4069677,50655,,300125,228375,1.91,1.89,0.02,,1061,221139,0.103
Brazil,BRA,2021-02-10,4406835,4326075,80760,,286503,229243,2.05,2.01,0.04,,1065,217706,0.101
Brazil,BRA,2021-02-11,4696136,4586270,109866,,289301,231604,2.18,2.13,0.05,,1076,215909,0.1
Brazil,BRA,2021-02-12,5125206,4946738,178468,,429070,246260,2.38,2.3,0.08,,1144,221045,0.103
Brazil,BRA,2021-02-13,5236943,5042713,194230,,111737,240466,2.43,2.34,0.09,,1117,215530,0.1
Brazil,BRA,2021-02-14,5293979,5076110,217869,,57036,241206,2.46,2.36,0.1,,1120,213751,0.099
Brazil,BRA,2021-02-15,5609937,5324317,285620,,315958,255676,2.61,2.47,0.13,,1187,219675,0.102
Brazil,BRA,2021-02-16,5883539,5326007,557532,,273602,251887,2.73,2.47,0.26,,1170,179476,0.083
Brazil,BRA,2021-02-17,6206680,5482925,723755,,323141,257121,2.88,2.55,0.34,,1194,165264,0.077
Brazil,BRA,2021-02-18,6535156,5640483,894673,,328476,262717,3.04,2.62,0.42,,1220,150602,0.07
Brazil,BRA,2021-02-19,6813168,5756361,1056807,,278012,241137,3.16,2.67,0.49,,1120,115660,0.054
Brazil,BRA,2021-02-20,6950802,5817908,1132894,,137634,244837,3.23,2.7,0.53,,1137,110742,0.051
Brazil,BRA,2021-02-21,7028356,5857080,1171276,,77554,247768,3.26,2.72,0.54,,1151,111567,0.052
Brazil,BRA,2021-02-22,7297061,6002873,1294188,,268705,241018,3.39,2.79,0.6,,1119,96937,0.045
Brazil,BRA,2021-02-23,7551676,6116082,1435594,,254615,238305,3.51,2.84,0.67,,1107,112868,0.052
Brazil,BRA,2021-02-24,7799000,6202055,1596945,,247324,227474,3.62,2.88,0.74,,1056,102733,0.048
Brazil,BRA,2021-02-25,8101787,6346769,1755018,,302787,223804,3.76,2.95,0.82,,1039,100898,0.047
Brazil,BRA,2021-02-26,8322042,6437836,1884206,,220255,215553,3.87,2.99,0.88,,1001,97354,0.045
Brazil,BRA,2021-02-27,8433568,6518628,1914940,,111526,211824,3.92,3.03,0.89,,984,100103,0.046
Brazil,BRA,2021-02-28,8465403,6542206,1923197,,31835,205292,3.93,3.04,0.89,,953,97875,0.045
Brazil,BRA,2021-03-01,8841027,6806293,2034734,,375624,220567,4.11,3.16,0.95,,1024,114774,0.053
Brazil,BRA,2021-03-02,9277322,7114219,2163103,,436295,246521,4.31,3.3,1.0,,1145,142591,0.066
Brazil,BRA,2021-03-03,9739676,7417852,2321824,,462354,277239,4.52,3.45,1.08,,1288,173685,0.081
Brazil,BRA,2021-03-04,10169160,7701146,2468014,,429484,295339,4.72,3.58,1.15,,1372,193482,0.09
Brazil,BRA,2021-03-05,10576542,7958939,2617603,,407382,322071,4.91,3.7,1.22,,1496,217300,0.101
Brazil,BRA,2021-03-06,10830688,8142004,2688684,,254146,342446,5.03,3.78,1.25,,1590,231911,0.108
Brazil,BRA,2021-03-07,10948409,8227671,2720738,,117721,354715,5.08,3.82,1.26,,1647,240781,0.112
Brazil,BRA,2021-03-08,11357494,8504966,2852528,,409085,359495,5.27,3.95,1.32,,1670,242668,0.113
Brazil,BRA,2021-03-09,11756131,8764547,2991584,,398637,354116,5.46,4.07,1.39,,1645,235761,0.109
Brazil,BRA,2021-03-10,12181103,9013293,3167810,,424972,348775,5.66,4.19,1.47,,1620,227920,0.106
Brazil,BRA,2021-03-11,12613179,9298511,3314668,,432076,349146,5.86,4.32,1.54,,1622,228195,0.106
Brazil,BRA,2021-03-12,13017720,9547655,3470065,,404541,348740,6.05,4.43,1.61,,1620,226959,0.105
Brazil,BRA,2021-03-13,13223729,9669967,3553762,,206009,341863,6.14,4.49,1.65,,1588,218280,0.101
Brazil,BRA,2021-03-14,13286664,9718209,3568455,,62935,334036,6.17,4.51,1.66,,1551,212934,0.099
Brazil,BRA,2021-03-15,13763573,10087787,3675786,,476909,343726,6.39,4.69,1.71,,1596,226117,0.105
Brazil,BRA,2021-03-16,14198794,10402388,3796406,,435221,348952,6.59,4.83,1.76,,1621,233977,0.109
Brazil,BRA,2021-03-17,14648691,10725474,3923217,,449897,352513,6.8,4.98,1.82,,1637,244597,0.114
Brazil,BRA,2021-03-18,15087602,11055747,4031855,,438911,353489,7.01,5.13,1.87,,1642,251034,0.117
Brazil,BRA,2021-03-19,15623349,11509501,4113848,,535747,372233,7.26,5.35,1.91,,1729,280264,0.13
Brazil,BRA,2021-03-20,15883688,11739832,4143856,,260339,379994,7.38,5.45,1.92,,1765,295695,0.137
Brazil,BRA,2021-03-21,15980363,11818482,4161881,,96675,384814,7.42,5.49,1.93,,1787,300039,0.139
Brazil,BRA,2021-03-22,16567102,12314847,4252255,,586739,400504,7.69,5.72,1.97,,1860,318151,0.148
Brazil,BRA,2021-03-23,17157631,12817812,4339819,,590529,422691,7.97,5.95,2.02,,1963,345061,0.16
Brazil,BRA,2021-03-24,17886781,13436373,4450408,,729150,462584,8.31,6.24,2.07,,2148,387271,0.18
Brazil,BRA,2021-03-25,18655345,14102934,4552411,,768564,509678,8.66,6.55,2.11,,2367,435312,0.202
Brazil,BRA,2021-03-26,19577786,14928869,4648917,,922441,564920,9.09,6.93,2.16,,2624,488481,0.227
Brazil,BRA,2021-03-27,19962072,15282128,4679944,,384286,582626,9.27,7.1,2.17,,2706,506042,0.235
Brazil,BRA,2021-03-28,20216938,15513974,4702964,,254866,605225,9.39,7.21,2.18,,2811,527927,0.245
Brazil,BRA,2021-03-29,21160763,16335279,4825484,,943825,656237,9.83,7.59,2.24,,3048,574347,0.267
Brazil,BRA,2021-03-30,21950245,16995184,4955061,,789482,684659,10.19,7.89,2.3,,3180,596767,0.277
Brazil,BRA,2021-03-31,22839287,17745732,5093555,,889042,707501,10.61,8.24,2.37,,3286,615623,0.286
Brazil,BRA,2021-04-01,23880805,18639028,5241777,,1041518,746494,11.09,8.66,2.43,,3467,648013,0.301
Brazil,BRA,2021-04-02,24181208,18900837,5280371,,300403,657632,11.23,8.78,2.45,,3054,567424,0.264
Brazil,BRA,2021-04-03,24575470,19222342,5353128,,394262,659057,11.41,8.93,2.49,,3061,562888,0.261
Brazil,BRA,2021-04-04,24910668,19510333,5400335,,335198,670533,11.57,9.06,2.51,,3114,570908,0.265
Brazil,BRA,2021-04-05,25658532,20056296,5602236,,747864,642538,11.92,9.31,2.6,,2984,531574,0.247
Brazil,BRA,2021-04-06,26736003,20850120,5885883,,1077471,683680,12.42,9.68,2.73,,3175,550705,0.256
Brazil,BRA,2021-04-07,27644079,21538484,6105595,,908076,686399,12.84,10.0,2.84,,3188,541822,0.252
Brazil,BRA,2021-04-08,28653848,22246612,6407236,,1009769,681863,13.31,10.33,2.98,,3167,515369,0.239
Brazil,BRA,2021-04-09,29544578,22693305,6851273,,890730,766196,13.72,10.54,3.18,,3559,541781,0.252
Brazil,BRA,2021-04-10,30084664,23097172,6987492,,540086,787028,13.97,10.73,3.25,,3655,553547,0.257
Brazil,BRA,2021-04-11,30356896,23300896,7056000,,272232,778033,14.1,10.82,3.28,,3613,541509,0.251
Brazil,BRA,2021-04-12,31316420,23910515,7405905,,959524,808270,14.54,11.1,3.44,,3754,550603,0.256
Brazil,BRA,2021-04-13,32217205,24473138,7744067,,900785,783029,14.96,11.37,3.6,,3637,517574,0.24
Brazil,BRA,2021-04-14,33148388,24996380,8152008,,931183,786330,15.4,11.61,3.79,,3652,493985,0.229
Brazil,BRA,2021-04-15,34050325,25478194,8572131,,901937,770925,15.81,11.83,3.98,,3580,461655,0.214
Brazil,BRA,2021-04-16,34993448,25810304,9183144,,943123,778410,16.25,11.99,4.27,,3615,445286,0.207
Brazil,BRA,2021-04-17,35603882,26085155,9518727,,610434,788460,16.54,12.11,4.42,,3662,426855,0.198
Brazil,BRA,2021-04-18,35817144,26210282,9606862,,213262,780035,16.63,12.17,4.46,,3623,415627,0.193
Brazil,BRA,2021-04-19,36910479,26707227,10203252,,1093335,799151,17.14,12.4,4.74,,3712,399530,0.186
Brazil,BRA,2021-04-20,37909705,27184073,10725632,,999226,813214,17.61,12.63,4.98,,3777,387276,0.18
Brazil,BRA,2021-04-21,38467754,27518053,10949701,,558049,759909,17.87,12.78,5.09,,3529,360239,0.167
Brazil,BRA,2021-04-22,39291064,27887014,11404050,,823310,748677,18.25,12.95,5.3,,3477,344117,0.16
Brazil,BRA,2021-04-23,41073104,28783905,12289199,,1782040,868522,19.08,13.37,5.71,,4034,424800,0.197
Brazil,BRA,2021-04-24,41494939,28981002,12513937,,421835,841580,19.27,13.46,5.81,,3909,413692,0.192
Brazil,BRA,2021-04-25,41626753,29041497,12585256,,131814,829944,19.33,13.49,5.85,,3855,404459,0.188
Brazil,BRA,2021-04-26,42787199,29601947,13185252,,1160446,839531,19.87,13.75,6.12,,3899,413531,0.192
Brazil,BRA,2021-04-27,44287510,30275923,14011587,,1500311,911115,20.57,14.06,6.51,,4232,441693,0.205
Brazil,BRA,2021-04-28,45379804,30748674,14631130,,1092294,987436,21.08,14.28,6.8,,4586,461517,0.214
Brazil,BRA,2021-04-29,46426188,31243694,15182494,,1046384,1019303,21.56,14.51,7.05,,4734,479526,0.223
Brazil,BRA,2021-04-30,47399150,31696792,15702358,,972962,903721,22.01,14.72,7.29,,4197,416127,0.193
Brazil,BRA,2021-05-01,47663526,31830880,15832646,,264376,881227,22.14,14.78,7.35,,4093,407125,0.189
Brazil,BRA,2021-05-02,47755613,31884404,15871209,,92087,875551,22.18,14.81,7.37,,4066,406130,0.189
Brazil,BRA,2021-05-03,48643324,32345310,16298014,,887711,836589,22.59,15.02,7.57,,3885,391909,0.182
Brazil,BRA,2021-05-04,49626137,32896171,16729966,,982813,762661,23.05,15.28,7.77,,3542,374321,0.174
Brazil,BRA,2021-05-05,50576224,33490395,17085829,,950087,742346,23.49,15.55,7.94,,3448,391674,0.182
Brazil,BRA,2021-05-06,51624587,34271192,17353395,,1048363,742628,23.98,15.92,8.06,,3449,432500,0.201
Brazil,BRA,2021-05-07,52647815,35008550,17639265,,1023228,749809,24.45,16.26,8.19,,3482,473108,0.22
Brazil,BRA,2021-05-08,52972460,35253389,17719071,,324645,758419,24.6,16.37,8.23,,3522,488930,0.227
Brazil,BRA,2021-05-09,53064124,35318058,17746066,,91664,758359,24.65,16.4,8.24,,3522,490522,0.228
Brazil,BRA,2021-05-10,54008862,35926219,18082643,,944738,766505,25.08,16.69,8.4,,3560,511558,0.238
Brazil,BRA,2021-05-11,54912939,36523507,18389432,,904077,755257,25.5,16.96,8.54,,3508,518191,0.241
Brazil,BRA,2021-05-12,55907165,37233983,18673182,,994226,761563,25.97,17.29,8.67,,3537,534798,0.248
Brazil,BRA,2021-05-13,56583962,37768491,18815471,,676797,708482,26.28,17.54,8.74,,3290,499614,0.232
Brazil,BRA,2021-05-14,57313642,38320507,18993135,,729680,666547,26.62,17.8,8.82,,3096,473137,0.22
Brazil,BRA,2021-05-15,57668646,38570631,19098015,,355004,670884,26.78,17.91,8.87,,3116,473892,0.22
Brazil,BRA,2021-05-16,57935280,38752714,19182566,,266634,695879,26.91,18.0,8.91,,3232,490665,0.228
Brazil,BRA,2021-05-17,58714631,39284275,19430356,,779351,672253,27.27,18.25,9.02,,3122,479722,0.223
Brazil,BRA,2021-05-18,59603625,39891922,19711703,,888994,670098,27.68,18.53,9.15,,3112,481202,0.223
Brazil,BRA,2021-05-19,60363334,40435632,19927702,,759709,636596,28.04,18.78,9.26,,2957,457378,0.212
Brazil,BRA,2021-05-20,61297420,41089722,20207698,,934086,673351,28.47,19.08,9.39,,3127,474462,0.22
Brazil,BRA,2021-05-21,62122684,41659039,20463645,,825264,687006,28.85,19.35,9.5,,3191,476933,0.222
Brazil,BRA,2021-05-22,62459684,41882011,20577673,,337000,684434,29.01,19.45,9.56,,3179,473054,0.22
Brazil,BRA,2021-05-23,63278821,42474538,20804283,,819137,763363,29.39,19.73,9.66,,3545,531689,0.247
Brazil,BRA,2021-05-24,64098809,43008064,21090745,,819988,769168,29.77,19.97,9.8,,3572,531970,0.247
Brazil,BRA,2021-05-25,64918585,43525933,21392652,,819776,759280,30.15,20.22,9.94,,3526,519144,0.241
Brazil,BRA,2021-05-26,65668438,44045168,21623270,,749853,757872,30.5,20.46,10.04,,3520,515648,0.239
Brazil,BRA,2021-05-27,66363506,44530761,21832745,,695068,723727,30.82,20.68,10.14,,3361,491577,0.228
Brazil,BRA,2021-05-28,67359292,45284397,22074895,,995786,748087,31.28,21.03,10.25,,3474,517908,0.241
Brazil,BRA,2021-05-29,67761958,45604680,22157278,,402666,757468,31.47,21.18,10.29,,3518,531810,0.247
Brazil,BRA,2021-05-30,67874735,45684962,22189773,,112777,656559,31.52,21.22,10.31,,3049,458632,0.213
Brazil,BRA,2021-05-31,68665647,46328168,22337479,,790912,652405,31.89,21.52,10.37,,3030,474301,0.22
Brazil,BRA,2021-06-01,69477898,46932629,22545269,,812251,651330,32.27,21.8,10.47,,3025,486671,0.226
Brazil,BRA,2021-06-02,70685368,47852026,22833342,,1207470,716704,32.83,22.22,10.6,,3329,543837,0.253
Brazil,BRA,2021-06-03,71245492,48321463,22924029,,560124,697427,33.09,22.44,10.65,,3239,541529,0.252
Brazil,BRA,2021-06-04,71961789,48963900,22997889,,716297,657500,33.42,22.74,10.68,,3054,525643,0.244
Brazil,BRA,2021-06-05,72586950,49491413,23095537,,625161,689285,33.71,22.99,10.73,,3201,555248,0.258
Brazil,BRA,2021-06-06,72811509,49685501,23126008,,224559,705253,33.82,23.08,10.74,,3275,571506,0.265
Brazil,BRA,2021-06-07,73614079,50381104,23232975,,802570,706919,34.19,23.4,10.79,,3283,578991,0.269
Brazil,BRA,2021-06-08,74920113,51502554,23417559,,1306034,777459,34.8,23.92,10.88,,3611,652846,0.303
Brazil,BRA,2021-06-09,76117123,52567517,23549606,,1197010,775965,35.35,24.41,10.94,,3604,673642,0.313
Brazil,BRA,2021-06-10,77243101,53577624,23665477,,1125978,856801,35.87,24.88,10.99,,3979,750880,0.349
Brazil,BRA,2021-06-11,78471914,54685737,23786177,,1228813,930018,36.45,25.4,11.05,,4319,817405,0.38
Brazil,BRA,2021-06-12,79118243,55292343,23825900,,646329,933042,36.75,25.68,11.07,,4333,828704,0.385
Brazil,BRA,2021-06-13,79466212,55617274,23848938,,347969,950672,36.91,25.83,11.08,,4415,847396,0.394
Brazil,BRA,2021-06-14,80577338,56657381,23919957,,1111126,994751,37.42,26.31,11.11,,4620,896611,0.416
Brazil,BRA,2021-06-15,81940689,57910386,24030303,,1363351,1002939,38.06,26.9,11.16,,4658,915405,0.425
Brazil,BRA,2021-06-16,83181485,59068483,24113002,,1240796,1009195,38.63,27.43,11.2,,4687,928709,0.431
Brazil,BRA,2021-06-17,85441106,61187304,24253802,,2259621,1171144,39.68,28.42,11.26,,5439,1087097,0.505
Brazil,BRA,2021-06-18,87160471,62785859,24374612,,1719365,1241222,40.48,29.16,11.32,,5765,1157160,0.537
Brazil,BRA,2021-06-19,88108418,63659153,24449265,,947947,1284311,40.92,29.57,11.36,,5965,1195259,0.555
Brazil,BRA,2021-06-20,88570223,64099339,24470884,,461805,1300573,41.14,29.77,11.37,,6040,1211724,0.563
Brazil,BRA,2021-06-21,90013336,65421825,24591511,,1443113,1348000,41.81,30.38,11.42,,6261,1252063,0.582
Brazil,BRA,2021-06-22,91420290,66688623,24731667,,1406954,1354229,42.46,30.97,11.49,,6290,1254034,0.582
Brazil,BRA,2021-06-23,92782243,67890907,24891336,,1361953,1371537,43.09,31.53,11.56,,6370,1260346,0.585
Brazil,BRA,2021-06-24,94322179,69113521,25208658,,1539936,1268725,43.81,32.1,11.71,,5892,1132317,0.526
Brazil,BRA,2021-06-25,95764065,70369603,25404254,,1441886,1229085,44.48,32.68,11.8,,5708,1083392,0.503
Brazil,BRA,2021-06-26,96545254,71090361,25520772,,781189,1205262,44.84,33.02,11.85,,5598,1061601,0.493
Brazil,BRA,2021-06-27,96789753,71319026,25568632,,244499,1174219,44.95,33.12,11.88,,5454,1031384,0.479
Brazil,BRA,2021-06-28,97929680,72324820,25866869,,1139927,1130906,45.48,33.59,12.01,,5252,986142,0.458
Brazil,BRA,2021-06-29,99828676,73943650,26348752,,1898996,1201198,46.36,34.34,12.24,,5579,1036432,0.481
Brazil,BRA,2021-06-30,101167462,75097273,26642477,,1338786,1197888,46.99,34.88,12.37,,5563,1029481,0.478
Brazil,BRA,2021-07-01,102561737,76284848,26949200,,1394275,1177080,47.63,35.43,12.52,,5467,1024475,0.476
Brazil,BRA,2021-07-02,104047565,77586349,27259467,,1485828,1183357,48.32,36.03,12.66,,5496,1030964,0.479
Brazil,BRA,2021-07-03,104753510,78210253,27418130,,705945,1172608,48.65,36.32,12.73,,5446,1017127,0.472
Brazil,BRA,2021-07-04,105097389,78512727,27489232,,343879,1186805,48.81,36.46,12.77,,5512,1027672,0.477
Brazil,BRA,2021-07-05,106696625,79835457,27854683,,1599236,1252421,49.55,37.08,12.94,,5817,1072948,0.498
Brazil,BRA,2021-07-06,108247755,81152984,28317786,,1551130,1202726,50.27,37.69,13.15,,5586,1029905,0.478
Brazil,BRA,2021-07-07,109976127,82649595,28929443,,1728372,1258381,51.08,38.39,13.44,,5844,1078903,0.501
Brazil,BRA,2021-07-08,111573265,83948802,29547039,,1597138,1287361,51.82,38.99,13.72,,5979,1094851,0.508
Brazil,BRA,2021-07-09,112999344,85166293,30044191,,1426079,1278826,52.48,39.55,13.95,,5939,1082849,0.503
Brazil,BRA,2021-07-10,113929447,85922323,30387607,,930103,1310848,52.91,39.91,14.11,,6088,1101724,0.512
Brazil,BRA,2021-07-11,114350128,86272249,30545014,,420681,1321820,53.11,40.07,14.19,,6139,1108503,0.515
Brazil,BRA,2021-07-12,115654260,87264587,31003288,,1304132,1279662,53.71,40.53,14.4,,5943,1061304,0.493
Brazil,BRA,2021-07-13,117154411,88385719,31569503,,1500151,1272379,54.41,41.05,14.66,,5909,1033248,0.48
Brazil,BRA,2021-07-14,118689127,89449394,32219034,,1534716,1244714,55.12,41.54,14.96,,5781,971400,0.451
Brazil,BRA,2021-07-15,120155331,90743692,32832460,,1466204,1226009,55.8,42.14,15.25,,5694,970699,0.451
Brazil,BRA,2021-07-16,121651233,91739486,33467323,,1495902,1235984,56.5,42.61,15.54,,5740,939028,0.436
Brazil,BRA,2021-07-17,122615695,92434146,33818142,,964462,1240893,56.95,42.93,15.71,,5763,930260,0.432
Brazil,BRA,2021-07-18,122859535,92630599,33891244,,243840,1215630,57.06,43.02,15.74,,5646,908336,0.422
Brazil,BRA,2021-07-19,124433796,93786760,34383717,,1574261,1254219,57.79,43.56,15.97,,5825,931739,0.433
Brazil,BRA,2021-07-20,126315897,95101845,35053766,,1882101,1308784,58.67,44.17,16.28,,6079,959447,0.446
Brazil,BRA,2021-07-21,128199383,96304601,35808080,,1883486,1358608,59.54,44.73,16.63,,6310,979315,0.455
Brazil,BRA,2021-07-22,130131385,97428671,36676823,,1932002,1425151,60.44,45.25,17.03,,6619,954997,0.444
Brazil,BRA,2021-07-23,131858906,98712936,37161762,,1727521,1458239,61.24,45.85,17.26,,6773,996207,0.463
Brazil,BRA,2021-07-24,132812191,99391757,37463852,,953285,1456642,61.68,46.16,17.4,,6765,993944,0.462
Brazil,BRA,2021-07-25,133139145,99610570,37583404,,326954,1468516,61.84,46.26,17.46,,6820,997139,0.463
Brazil,BRA,2021-07-26,134540217,100522817,38110566,,1401072,1443774,62.49,46.69,17.7,,6705,962294,0.447
Brazil,BRA,2021-07-27,136158369,101528055,38761406,,1618152,1406067,63.24,47.15,18.0,,6530,918030,0.426
Brazil,BRA,2021-07-28,137944954,102535345,39603390,,1786585,1392224,64.07,47.62,18.39,,6466,890106,0.413
Brazil,BRA,2021-07-29,139483586,103363365,40360686,,1538632,1336029,64.78,48.01,18.75,,6205,847813,0.394
Brazil,BRA,2021-07-30,141319627,104477597,41116889,,1836041,1351532,65.63,48.52,19.1,,6277,823523,0.382
Brazil,BRA,2021-07-31,142301917,105083580,41507968,,982290,1355675,66.09,48.8,19.28,,6296,813118,0.378
Brazil,BRA,2021-08-01,142598659,105292650,41599313,,296742,1351359,66.23,48.9,19.32,,6276,811726,0.377
Brazil,BRA,2021-08-02,143762758,105934725,42147735,,1164099,1317506,66.77,49.2,19.58,,6119,773130,0.359
Brazil,BRA,2021-08-03,145618595,107137953,42823483,,1855837,1351461,67.63,49.76,19.89,,6277,801414,0.372
Brazil,BRA,2021-08-04,148054492,108658469,43769705,,2435897,1444220,68.76,50.47,20.33,,6708,874732,0.406
Brazil,BRA,2021-08-05,149763010,109745651,44414256,,1708518,1468489,69.56,50.97,20.63,,6820,911755,0.423
Brazil,BRA,2021-08-06,151506191,110841845,45086810,,1743181,1455223,70.37,51.48,20.94,,6759,909178,0.422
Brazil,BRA,2021-08-07,152313188,111342715,45397341,,806997,1430182,70.74,51.71,21.08,,6642,894162,0.415
Brazil,BRA,2021-08-08,152680029,111566720,45542992,,366841,1440196,70.91,51.82,21.15,,6689,896296,0.416
Brazil,BRA,2021-08-09,154190964,112476618,46160465,,1510935,1489744,71.61,52.24,21.44,,6919,934556,0.434
Brazil,BRA,2021-08-10,156399040,113880889,46980025,,2208076,1540064,72.64,52.89,21.82,,7153,963277,0.447
Brazil,BRA,2021-08-11,158422879,115251518,47644783,,2023839,1481198,73.58,53.53,22.13,,6879,941864,0.437
Brazil,BRA,2021-08-12,160674246,116780678,48383179,,2251367,1558748,74.62,54.24,22.47,,7239,1005004,0.467
Brazil,BRA,2021-08-13,162832096,118175020,49164242,,2157850,1617986,75.63,54.89,22.83,,7515,1047596,0.487
Brazil,BRA,2021-08-14,164215233,119132205,49606493,,1383137,1700292,76.27,55.33,23.04,,7897,1112784,0.517
Brazil,BRA,2021-08-15,164680217,119504650,49705914,,464984,1714313,76.48,55.5,23.09,,7962,1133990,0.527
Brazil,BRA,2021-08-16,166750328,120686544,50600926,,2070111,1794195,77.45,56.05,23.5,,8333,1172847,0.545
Brazil,BRA,2021-08-17,169753003,122541955,51771235,,3002675,1907709,78.84,56.91,24.04,,8860,1237295,0.575
Brazil,BRA,2021-08-18,171741149,123678883,52629848,,1988146,1902610,79.76,57.44,24.44,,8836,1203909,0.559
Brazil,BRA,2021-08-19,174263122,125160916,53680684,,2521973,1941268,80.93,58.13,24.93,,9016,1197177,0.556
Brazil,BRA,2021-08-20,176376890,126384146,54578690,,2113768,1934971,81.92,58.7,25.35,,8987,1172732,0.545
Brazil,BRA,2021-08-21,177587502,127168248,55013076,,1210612,1910324,82.48,59.06,25.55,,8872,1148006,0.533
Brazil,BRA,2021-08-22,178173214,127600937,55170955,,585712,1927571,82.75,59.26,25.62,,8952,1156612,0.537
Brazil,BRA,2021-08-23,180251675,128859272,55999780,,2078461,1928764,83.72,59.85,26.01,,8958,1167533,0.542
Brazil,BRA,2021-08-24,182654763,130267899,57002150,,2403088,1843109,84.83,60.5,26.47,,8560,1103706,0.513
Brazil,BRA,2021-08-25,184707573,131489509,57838947,,2052810,1852346,85.79,61.07,26.86,,8603,1115804,0.518
Brazil,BRA,2021-08-26,186102952,131918133,58811744,,1395379,1691404,86.43,61.27,27.31,,7856,965317,0.448
Brazil,BRA,2021-08-27,188045400,132939921,59746726,,1942448,1666930,87.34,61.74,27.75,,7742,936539,0.435
Brazil,BRA,2021-08-28,189376018,133608741,60412846,,1330618,1684074,87.95,62.05,28.06,,7821,920070,0.427
Brazil,BRA,2021-08-29,189971293,133947333,60672443,,595275,1685440,88.23,62.21,28.18,,7828,906628,0.421
Brazil,BRA,2021-08-30,191515901,134777145,61384034,,1544608,1609175,88.95,62.6,28.51,,7474,845410,0.393
Brazil,BRA,2021-08-31,194176380,136127045,62698760,,2660479,1645945,90.18,63.22,29.12,,7644,837021,0.389
Brazil,BRA,2021-09-01,196166473,137067385,63754375,,1990093,1636986,91.11,63.66,29.61,,7603,796839,0.37
Brazil,BRA,2021-09-02,198142390,137897705,64905651,282,1975917,1719920,92.03,64.05,30.14,0.0,7988,854225,0.397
Brazil,BRA,2021-09-03,200077775,138653061,66093601,373,1935385,1718911,92.92,64.4,30.7,0.0,7983,816163,0.379
Brazil,BRA,2021-09-04,201126108,139039441,66758831,537,1048333,1678584,93.41,64.58,31.01,0.0,7796,775814,0.36
Brazil,BRA,2021-09-05,201522079,139210778,66984704,780,395971,1650112,93.59,64.65,31.11,0.0,7664,751921,0.349
Brazil,BRA,2021-09-06,203024669,139985523,67702291,14059,1502590,1644110,94.29,65.01,31.44,0.01,7636,744054,0.346
Brazil,BRA,2021-09-07,203577189,140218809,68020838,17205,552520,1342973,94.55,65.12,31.59,0.01,6237,584538,0.271
Brazil,BRA,2021-09-08,205296045,140820674,69133319,25446,1718856,1304225,95.35,65.4,32.11,0.01,6057,536184,0.249
Brazil,BRA,2021-09-09,207509808,141565747,70594540,37195,2213763,1338203,96.38,65.75,32.79,0.02,6215,524006,0.243
Brazil,BRA,2021-09-10,209917761,142382292,72173074,52191,2407953,1405712,97.49,66.13,33.52,0.02,6529,532747,0.247
